Ano;Mês;UF;IMPOSTO SOBRE IMPORTAÇÃO;IMPOSTO SOBRE EXPORTAÇÃO;IPI - FUMO;IPI - BEBIDAS;IPI - AUTOMÓVEIS;IPI - VINCULADO À IMPORTACAO;IPI - OUTROS;IRPF;IRPJ - ENTIDADES FINANCEIRAS;IRPJ - DEMAIS EMPRESAS;IRRF - RENDIMENTOS DO TRABALHO;IRRF - RENDIMENTOS DO CAPITAL;IRRF - REMESSAS P/ EXTERIOR;IRRF - OUTROS RENDIMENTOS;IMPOSTO S/ OPERAÇÕES FINANCEIRAS;IMPOSTO TERRITORIAL RURAL;IMPOSTO PROVIS.S/ MOVIMENT. FINANC. - IPMF;CPMF;COFINS;COFINS - FINANCEIRAS;COFINS - DEMAIS;CONTRIBUIÇÃO PARA O PIS/PASEP;CONTRIBUIÇÃO PARA O PIS/PASEP - FINANCEIRAS;CONTRIBUIÇÃO PARA O PIS/PASEP - DEMAIS;CSLL;CSLL - FINANCEIRAS;CSLL - DEMAIS;CIDE-COMBUSTÍVEIS (parc. não dedutível);CIDE-COMBUSTÍVEIS;CONTRIBUIÇÃO PLANO SEG. SOC. SERVIDORES;CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público;CONTRIBUICÕES PARA FUNDAF;REFIS;PAES;RETENÇÃO NA FONTE - LEI 10.833 Art. 30;PAGAMENTO UNIFICADO;OUTRAS RECEITAS ADMINISTRADAS;DEMAIS RECEITAS;RECEITA PREVIDENCIÁRIA;RECEITA PREVIDENCIÁRIA - PRÓPRIA;RECEITA PREVIDENCIÁRIA - DEMAIS;ADMINISTRADAS POR OUTROS ÓRGÃOS
2009;Junho;RJ;1055459963;403178;1461850178;2534644711;2005674875;5486265051;8928306351;208834190;8225491352;1777021062;8892977222;9776023056;1467670517;8089108504;588904744;118715862;;209953279;;5088821725;1955624901;;991972521;4630453485;;4040411283;5987543016;;3149209556;;;324691762;;;;;1130106952;886472828;;;;
2009;Junho;RN;54400061;179751;248793753;72874136;0;2490537;160426793;1070829702;-176967;122654649;140163169;4121238;15729448;94650864;36118938;7960049;;8823;;6294599;2958548328;;978459;1124119425;;0;1213638684;;7667;;;778915;;;;;132816068;243415065;;;;
2009;Junho;RS;3806514598;7430534;118824772;701659158;598698778;3932988552;9633513932;8353241896;175222142;148238963;1436221794;5597419336;1158915513;1506531161;2490545181;49685035;;1003596;;174907651;5153288157;;285797916;1371911541;;837079352;7736893887;;353303881;;;21806849;;;;;215455607;1770806281;;;;
2009;Junho;RO;1274979;5721;129603965;126291;2658229;49983;87924163;542506919;40617;912948022;663907668;47625561;1850369;32651733;59086565;5548922;;78675;;509255;136073008;;74032;678129242;;301665;505050055;;0;;;607823;;;;;118041522;90437206;;;;
2009;Junho;RR;8760348;17333;18760667;0;0;33526;562242;255693357;0;167627724;30837614;3589829;0;6781495;1165323;1121996;;536;;223737;441129638;;37269;188616288;;0;93452076;;0;;;33956;;;;;30460138;28818997;;;;
2009;Junho;SC;9177663549;1384404;71364963;557249659;0;4331421572;6148212602;339973367;81518138;1115006288;6415278595;927329208;470514549;722413029;488215955;130624;;2605201;;87202895;3395318998;;15667758;9149753554;;41367321;5940544192;;0;;;7895527;;;;;1812712443;1204899697;;;;
2009;Junho;SP;5431497224;13707882;2758056882;5680525737;8714640158;2924639319;5631571088;4539920708;6662377323;1482995216;1280527797;2433292346;3205569669;1917279164;9662065379;98419198;;640846939;;1601675525;3538158060;;488990303;9023167121;;3560149441;7496634825;;1480400544;;;1511542534;;;;;2174178204;8372100905;;;;
2009;Junho;SE;18839554;105692;126687766;172123484;6004;181483;140139426;773883338;206530565;677963192;897572941;49049368;4322586;76667475;117567963;14295208;;19154;;91113263;2178196894;;3565125;735682349;;86674423;512336376;;1197;;;235187;;;;;15744554;431715531;;;;
2009;Junho;TO;563985;157201;60162538;4239;0;16728;5568439;283746787;370152;802248233;269908322;2841399;2015166;28773935;14095398;9653411;;43609;;115862;11491530;;20189;400092756;;261084;393962432;;0;;;362538;;;;;88434596;8197901;;;;
2009;Julho;AC;614575;2456;0;0;0;0;4665413;179032703;84729;589614566;270716445;16176718;807888;11919422;3388927;1250558;;641898;;75157;559799207;;26838;231157709;;955785;352744312;;0;;;852;;;;;51815592;41896507;;;;
2009;Julho;AL;66679897;1167519;0;67755358;0;3762755;262779576;920357158;22472;1526256367;1105352324;6089567;15828345;89738281;13749043;3216925;;179402;;7037432;203741483;;1178243;870524665;;1995719;978678079;;514387;;;748296;;;;;118061646;178129928;;;;
2009;Julho;AP;245841;349;0;0;0;19054;583014;171362448;21655;315395115;614689876;1776587;0;13619963;4151425;2841773;;235;;7306685;315626439;;1188145;100822442;;0;183623868;;14318;;;66945;;;;;34820479;30332432;;;;
2009;Julho;AM;222947859;105127;0;310112432;0;930960497;83387038;975783923;39537279;5709832267;3652797013;258739473;496888718;306303126;186030693;4817758;;2154869;;5281367;1808987995;;821252;4927636037;;14256782;3478983132;;282862627;;;16579293;;;;;607229342;194821844;;;;
2009;Julho;BA;2696157921;15834907;284264;110155595;0;2776165992;443721488;2842887874;7499054;1239076265;6251447852;657240921;144930809;716621673;382578862;29499113;;10717453;;345904555;2369925651;;56266774;6862305532;;679193555;7740956574;;2320618;;;14883832;;;;;678147262;903704342;;;;
2009;Julho;CE;2006904113;64284;2976647;73889519;0;662024979;487944574;2071426806;998760423;8137371938;3799081437;604493391;418524326;41329582;921502177;7689897;;1250911;;959662423;1117925334;;156301865;3399119441;;465375149;5268060936;;0;;;4544438;;;;;1316582525;478003167;;;;
2009;Julho;DF;124787196;44486;1062814;31450301;764043;18222837;337973779;3108020672;109990135;2633211358;1151123512;1524692772;3230854512;7087313615;2963271158;8078366;;1174781;;2134992012;2771251927;;3448973784;1753661457;;5804555847;1322964176;;0;;;7362062;;;;;3222307422;1332742912;;;;
2009;Julho;ES;9251400502;104983;1598762;276970123;15054981;5505065084;1938081515;1707361291;281332391;8559682373;2681230436;425668252;188575275;432210632;659271162;3523657;;1338861;;334183464;1838275348;;1732782;4333602163;;122513462;49755567;;132495335;;;42888881;;;;;1270712603;519651637;;;;
2009;Julho;GO;5173388612;-515465;647207;495189084;84649503;2147412606;870697131;2241523595;296925;8749724285;3389036608;1923101983;146002514;397223037;147961986;3209291;;-415958;;2389193;1128912664;;3778202;3480315936;;5662935;5080161427;;2265954;;;1778352;;;;;1263731203;559935976;;;;
2009;Julho;MA;150781618;217657;0;165964035;0;107969586;7618079;748564232;1151867;2422678359;121371798;80246338;1035057;119866233;10316774;16338316;;49071;;749641;8125906502;;11962;1898151189;;795765;1675933252;;2057943838;;;5278239;;;;;152422454;292828821;;;;
2009;Julho;MT;235907178;-4145391;0;192575494;0;142351747;-229192037;1202946541;30185974;3158199908;1483600245;319729745;114353296;-14190521;176579934;51795344;;5568863;;17512325;4042325018;;2796674;1716328814;;30205922;2927423278;;1882061;;;3584675;;;;;4764982335;210036825;;;;
2009;Julho;MS;14617268;1498693;0;1994893;0;5921381;857301849;1354878461;8052378;264604312;1145914105;143500232;14789191;96052976;61416952;32251465;;148278;;4388387;3163029139;;812528;1156996503;;9304528;161398144;;2858557;;;4191777;;;;;141161674;209180905;;;;
2009;Julho;MG;4719051985;1334438;1515353055;1110729803;2674996191;3022430916;743113823;8762144135;1809887057;6373131938;1628349409;3404995358;4649477728;2146656861;529863679;123986878;;232230087;;99057749;5317765475;;239365146;1346983166;;965668916;2700663699;;2580884;;;42966925;;;;;1491716684;1797171191;;;;
2009;Julho;PA;19517504;6111312;0;235729541;0;192687456;229138919;1249979673;742299074;377485172;2391518905;230198344;22628395;208945234;371003745;2076307;;1205925;;399341737;4630151402;;65031991;201691108;;40484945;2323550698;;0;;;15901366;;;;;273331535;378804423;;;;
2009;Julho;PB;2457084;412602;0;166304887;921222;61575765;145691183;936480046;2531114;1772123313;1693244012;5252732;88090648;63409074;22694436;4417479;;1902785;;1933397;293274982;;39233;1103128848;;1823408;1649669913;;4936497;;;9147988;;;;;115561174;200431126;;;;
2009;Julho;PR;9287920038;49865428;12305949;445584516;2243042948;5611356564;6422072899;5780367395;561942486;2582056361;1108857199;6663493659;1332280738;1683505705;6937943215;34570966;;1592973;;623983888;4662752657;;65649699;1264195267;;293194718;1533990917;;12029883;;;61483708;;;;;2041445206;5074455986;;;;
2009;Julho;PE;1979419397;1183653;12427698;2715902852;0;1791860846;2172485968;2598962041;725250849;8672467693;4566068548;342230296;480814322;578748535;479486419;15689859;;1634402;;299657865;1786163525;;50188595;5781106492;;204804186;5936700301;;-4936497;;;38011602;;;;;449180894;806718706;;;;
2009;Julho;PI;1798343;172;0;222115151;0;0;117863147;591749078;205757;170107044;726080056;44157321;3950983;59006841;6468248;768631;;188454;;2818168;2220498925;;456109;842507113;;2714;1148584282;;0;;;934862;;;;;80619921;87816791;;;;
2009;Julho;RJ;1236835803;3323197;74741633;2420979881;2754621565;5118581761;9311475781;1852410467;3732099599;1684565107;5991499361;194446689;2846661833;7157532746;4636670402;33892897;;223613906;;6065701949;2089316020;;1125098203;4526428544;;2437043086;7109152131;;4426469235;;;658025528;;;;;5886137996;2714977855;;;;
2009;Julho;RN;97963176;162988;1088261;82355177;230204;1523877;184190664;915353799;2776108;2457266664;1472843151;84231558;47093853;86722078;35934739;5291948;;6733;;622263;3068981587;;1013236;1173248402;;1731853;2011114937;;0;;;1212876;;;;;144692515;175993952;;;;
2009;Julho;RS;3825496402;3337247;1158646212;905885035;1266478181;5052216896;957578126;7602452197;17928767;3204235128;1396679272;3940306911;1026945906;1461642943;263092909;41913065;;1631269;;1834923546;5338774917;;300834467;1410616866;;916144072;1839767856;;4865985476;;;111297925;;;;;1399888809;1495558251;;;;
2009;Julho;RO;44096272;5401;0;894068;1541178;1107003;95008984;478739424;447029;1579775769;682511975;64610107;1677325;52602654;66161423;7058793;;76685;;550091;1378407553;;89486;732381488;;3227121;1036222642;;0;;;41207;;;;;98423588;73518276;;;;
2009;Julho;RR;11059788;95;0;0;0;2657871;376799;22572054;16517;437198049;290635206;353718;1534352;11411589;1003595;2689689;;643;;220494;432045222;;34851;195170514;;19432;338600349;;0;;;42591;;;;;27344102;2764992;;;;
2009;Julho;SC;9144646555;741469;1010020404;573260193;0;3941520023;7857562737;3259811748;83988803;2392885115;6396881789;1905000625;357695973;830241947;475371293;14918418;;17472354;;88668487;3635601356;;156894;8709540308;;53139373;1320818654;;-32139;;;72784797;;;;;1183255016;776277901;;;;
2009;Julho;SP;6058957288;13520439;148835758;5724627174;1015128345;2683993121;6079010923;4038061172;5281913441;3056324731;1339832133;8009832925;432617027;1973682116;1095793604;80603425;;524102873;;1582720253;3711921481;;3401053797;9607226458;;3974743387;1528175312;;135697126;;;208687957;;;;;2033949436;6387950379;;;;
2009;Julho;SE;24738402;52454;1652102;267136484;6004;27044652;173444887;718356869;136469477;1502536213;991278349;107819952;200856351;98540436;136929723;2762661;;2031914;;87153862;1890177284;;4050231;672636032;;61443343;921153913;;2885;;;162972;;;;;96858061;26367116;;;;
2009;Julho;TO;801208;226833;0;189522;0;0;5514185;249732836;786575;1114680304;285006394;40483402;0;29443921;11886117;1254799;;4462;;1168614;1161605423;;164108;388698253;;836296;691548337;;0;;;343409;;;;;88473722;45061298;;;;
2009;Agosto;AC;183805;12;0;0;72589;0;4363743;159224825;0;234511851;160234733;6602467;67648;9301074;2886849;2952535;;5200;;6229;57464326;;8327;213111569;;95585;140244163;;0;;;848;;;;;34736299;36407709;;;;
2009;Agosto;AL;59267466;1171014;0;64977929;0;4954066;327559271;873678845;960626;78932149;1052192803;30024988;6951818;77359014;13019098;5218905;;350333;;6264568;184251318;;1054765;894645247;;837266;471319866;;499371;;;818081;;;;;162396557;156989048;;;;
2009;Agosto;AP;63595;3715;0;0;0;0;7756659;164047017;0;2914264;612464093;158719;183143;11000646;422996;3364092;;217;;944437;42832013;;152786;121559716;;0;161046383;;1448;;;1690958;;;;;-53868334;41100371;;;;
2009;Agosto;AM;2539429787;45629;0;297028039;0;1264694405;772207236;844558957;11095395;1049507766;3524827475;187886168;1830810779;376560177;201075444;12315712;;2157479;;5764591;1890187641;;1176451;5041311616;;3158806;8630278472;;0;;;73089384;;;;;543419557;282299479;;;;
2009;Agosto;BA;2283209252;10226281;539503;992778735;0;2484579177;4027686701;2560729511;1742558;5881583222;6095674869;289380235;693167666;790916722;2357084;48886986;;3371374;;326749536;2410684369;;53020181;6982523702;;656396397;4335786326;;659396349;;;18821369;;;;;1125506945;1068778266;;;;
2009;Agosto;CE;3279350639;11200761;7060831;79185824;0;485686505;413577401;1670388546;894252553;3140499227;3515075678;460789547;215374544;424581754;106633855;10687205;;2076829;;883238398;1180908245;;143641235;3583656317;;416941363;2977050359;;0;;;5449673;;;;;599835449;623330365;;;;
2009;Agosto;DF;219968469;669713;11876186;288892381;598295;299493921;286035059;2989461726;3193461303;1841200219;1164326797;1582523997;1993802235;1125488986;3453505156;22563767;;2253864;;2191597451;2709580347;;3549305971;1405920281;;1866087424;8432294876;;40269;;;6577373;;;;;1936734517;131830735;;;;
2009;Agosto;ES;1084428161;156406;1614404;150018011;157134231;558625352;222704506;157691701;334571583;4718296918;2780324429;35428713;173756691;428211049;544789993;10245589;;14666919;;327827005;1751560726;;14098493;4112262185;;147909011;2697172749;;10295;;;45693888;;;;;697074491;380398005;;;;
2009;Agosto;GO;5948716675;77616;628214;701007565;270444253;3207663177;947155697;229389991;730831911;407558369;289396563;-1872138403;2519816505;31400253;18840807;65101094;;233733;;2812127;1204210891;;4544375;3634038438;;5388369;2604610683;;1640012;;;9231161;;;;;641035512;-19748374;;;;
2009;Agosto;MA;1367049312;138863;6552;488978242;0;119269668;36705931;7994784;99463;158186126;1207484793;84687696;5741717;86058675;11963784;12723406;;250632;;1907189;5171288945;;305085;1370267719;;0;1110102144;;791275604;;;373384;;;;;183708745;313662197;;;;
2009;Agosto;MT;123564152;231338;0;200405559;0;5527738;132499939;1022255378;2886307;1925504336;1501240487;156878291;44723919;142261559;183945777;58953027;;5016941;;14333596;4211365363;;2350497;1727864429;;2646208;1317114619;;1902058;;;325229;;;;;31049254;313358633;;;;
2009;Agosto;MS;11750541;124032;0;2208946;139581;3057418;382370975;1269948089;192115;1268245366;1327867955;144224965;4961413;539868005;80322009;40932939;;1439977;;8352127;3118950166;;1220355;116742651;;149392;73925147;;0;;;3806566;;;;;176622961;171428352;;;;
2009;Agosto;MG;4053981664;965718;1291929718;121839761;2629008168;2000247058;8680555302;889951103;1636398171;2241916053;1750505279;367348835;5441960643;233921556;50118205;16352798;;234154179;;90618776;5432786038;;188018393;1350016938;;868419227;1626160471;;1184131;;;45118945;;;;;3189406162;2004132586;;;;
2009;Agosto;PA;233725112;11274156;0;257175929;0;144422554;230870685;112482946;66165735;2187080536;230009646;173421881;39676682;196867255;337504002;25130695;;12009084;;391641821;4630639189;;63782628;1628652827;;356962436;1274721151;;0;;;1418575;;;;;363703258;282368982;;;;
2009;Agosto;PB;237461751;13903;0;124602556;0;36417765;186210468;829313245;26709;1081426601;1703984655;309200;1070722;64040523;22394356;6053691;;922759;;2604263;3068891298;;404565;1197142887;;703684;87202692;;0;;;5355914;;;;;260812418;284164464;;;;
2009;Agosto;PR;9528164837;63146772;13512302;471693839;1815068733;5295354923;6637053104;5261795792;564534021;1395382674;1134690783;8953745984;2971602092;1679109682;7013352899;92910879;;2215541;;362545624;466673648;;58583345;1249592891;;356317749;7774568181;;13214712;;;88105235;;;;;2541757075;5065014716;;;;
2009;Agosto;PE;1906823925;2214462;11179545;1190854785;0;1172981198;2323319235;6049827902;605599372;4934710905;5287018045;246588026;15358737;622446212;463013061;1378477;;1007068;;190172253;2068676848;;31286824;4306115558;;186460592;4297798045;;7352;;;50746044;;;;;1992275214;857050054;;;;
2009;Agosto;PI;356924;8267;0;261661105;0;5871986;10632618;624069698;0;898654455;769276633;22830135;2091576;59702265;5307965;11280632;;133373;;3013094;2161557275;;4801;803126517;;3486;563835991;;0;;;1019371;;;;;95428952;8207857;;;;
2009;Agosto;RJ;1371276445;2941961;69875176;2335372611;199367354;5738434851;9095061259;2138780584;1382518587;7672207441;6118879626;1097504114;152129106;7289905793;2088123024;34201075;;160161484;;5562165357;2040978777;;935061728;488394430;;7335230063;3111168669;;509841161;;;257873519;;;;;7407526663;767462390;;;;
2009;Agosto;RN;150116314;462812;133669;104318072;31793;24133598;167995521;856535372;3012572;140710001;1641400287;4575795;21846488;10175616;39249465;6666256;;7562;;6739455;3108627054;;1120329;120974126;;2086136;2116300216;;15875;;;960708;;;;;30324546;290238679;;;;
2009;Agosto;RS;3692112293;476389;1336040252;671111311;823452629;4875950564;1047843595;807607329;1678963639;1464258403;145714045;2432191895;808789677;1534298441;2818221256;97753412;;1173026;;1733170996;5436353888;;285416684;1432164773;;785082329;7891422691;;6387000967;;;48742651;;;;;2292486815;151331166;;;;
2009;Agosto;RO;17797228;1999;0;8851805;2651364;11321;129605638;41918203;46027;810018217;737233491;54031633;2585019;43086435;62062715;9561597;;76514;;743255;1446436848;;115919;700757632;;321823;451404365;;0;;;604066;;;;;106875335;79607567;;;;
2009;Agosto;RR;3776571;331;0;0;0;48016;197622;218098604;0;225660941;260925183;3595527;0;11386534;1850451;1838926;;527;;214509;41498572;;35837;20463331;;0;138346075;;0;;;12185;;;;;52619563;1737959;;;;
2009;Agosto;SC;1004546872;3195328;1222003781;765766907;0;4593917526;7366507975;3506736908;50137462;1272191256;6440619147;887238734;447420414;771608354;506577026;28464125;;8281502;;9328593;376846438;;15895045;8856509385;;24288124;6027864074;;11326;;;73789092;;;;;1882339999;836069926;;;;
2009;Agosto;SP;5864938249;17104586;320958452;6064256911;9709244692;257672395;6269525882;5479121533;458506250;1508242824;1304906002;6966422256;3285787179;2169030738;1015944475;197869645;;2805315833;;151650243;3725180076;;3125111666;9703412415;;3679523056;7742579246;;1500367138;;;883359649;;;;;1682363393;7048141508;;;;
2009;Agosto;SE;176846664;9109;14067275;282943782;6004;20101361;206471695;665962572;168887336;573834913;1046007022;59318646;834792;95433466;145240399;3925962;;14177;;87549956;1996511886;;4085811;790696564;;90479341;415529056;;20681;;;217666;;;;;129934602;364325963;;;;
2009;Agosto;TO;852052;507403;0;34983;0;0;4926632;217823398;375693;720232523;263285619;38106982;1450791;30728701;15397873;10740653;;45014;;1007857;1199406562;;18576;408681333;;468398;422415098;;0;;;312214;;;;;150656604;71757655;;;;
2009;Setembro;AC;84276;11319;0;0;405622;0;4500749;153711901;29244;24633573;347306549;6832522;-1009372;5054804;324442;27165692;;35275;;77469;609853276;;-884;228220043;;141483;142897339;;0;;;655;;;;;61672955;56315489;;;;
2009;Setembro;AL;10223094;1177754;0;59416919;316626;350645;382730663;769238683;1133217;541377408;1046452902;36073322;3586364;66080613;9870421;74203643;;181409;;564496;1875441835;;958523;883452536;;948196;386836978;;5180;;;218159;;;;;274074608;198243297;;;;
2009;Setembro;AP;255088;-19;0;0;0;0;5315392;137593604;0;170480656;605429722;1971382;0;8677697;3563633;42328114;;218;;921792;39747936;;150475;131498572;;0;108330431;;14621;;;881313;;;;;47124526;53980732;;;;
2009;Setembro;AM;2792628352;-8281;0;313015319;0;127061455;1304376109;877415175;10781322;5674413093;3671334773;196290408;86927422;462811495;188034179;62325967;;2196152;;5844775;2259158867;;1025108;5861541848;;2455904;478122467;;9021250;;;12472191;;;;;86600315;407058158;;;;
2009;Setembro;BA;2858352707;13098056;950079;867206463;0;2877700019;4508500332;5154317289;2872991;5977798307;6102213359;498793367;366779113;1979405904;46230181;1163533959;;3718391;;31391469;2601800421;;51002591;1388139098;;594514171;516301189;;117394857;;;22755835;;;;;3343532709;1229324428;;;;
2009;Setembro;CE;1884753529;9005632;3985212;85393707;0;434787783;567233952;1705175441;921554451;3500832127;3701558726;502756868;686418674;502365186;612876819;105504768;;92746;;928621859;1148429595;;151085426;3402355081;;422093043;2613682651;;12979;;;176908857;;;;;562541196;544741129;;;;
2009;Setembro;DF;222084409;3653;828811;303070323;615401;273285873;1633387502;269955004;1975056544;1073842976;1099554359;1451932123;3386735294;1270837548;2860196583;48407526;;949206;;1958103191;2961768531;;3190334507;1622251187;;1254780677;1010079324;;0;;;6679814;;;;;-1505275864;602422666;;;;
2009;Setembro;ES;9572601355;101337;1600123;95341863;176655209;5260978199;2736921301;1564437278;351140834;4268078396;2888465964;330699196;19169414;444315457;592073403;303307894;;13558122;;307531905;1782556243;;13038523;4142082865;;137202347;2470705407;;0;;;37545223;;;;;826172009;64183151;;;;
2009;Setembro;GO;6014671936;509462;428001;626451417;1137957674;2831513249;1049393639;2533330136;12474097;5189526101;3146935769;206133372;152657783;413181989;152240692;2200965042;;205261;;31619217;1200002511;;5020897;3797089871;;4315515;3007135466;;1634245;;;12331678;;;;;657802533;453626602;;;;
2009;Setembro;MA;397593875;263625;0;553449795;0;3673371;49870188;61881877;200081;1140753499;1168734516;9722308;14658652;109142209;10373649;326092541;;175692;;2017846;6951158304;;317244;1783120926;;91;1086449077;;1861981649;;;3983534;;;;;219937356;319540647;;;;
2009;Setembro;MT;130963251;371735;0;243401306;129801;107019103;175219488;9750982;3045169;1697789313;152067824;166925869;36667241;141171717;182957757;2226988414;;5291766;;14233286;4200945985;;2346573;1666050026;;4084184;1312833186;;1919525;;;3460503;;;;;677383191;294360253;;;;
2009;Setembro;MS;14899212;182599;0;24587149;376424;26876176;325868418;1352576007;107073;1505646374;1192292039;151950771;5964049;129218677;70781593;2668350655;;1437517;;6933229;3005360473;;1142117;1126225196;;82716;845039336;;51117;;;29348862;;;;;281848693;289887411;;;;
2009;Setembro;MG;4794477109;1767937;149529557;112810077;2981669937;274963076;1020040954;7909988905;1162660811;3137505091;1721499716;1955303013;4260903752;2428989097;4786145114;3320219871;;241925173;;737948999;5536124864;;148027328;1233564587;;554030518;1704071455;;314938;;;40697968;;;;;2602896582;2032796218;;;;
2009;Setembro;PA;192034076;11521093;0;270200987;0;96406817;318354763;1042461749;621265754;1797382869;2270895893;236876602;44918982;250613611;336193623;425292722;;54388;;403655289;4666900937;;65734211;1710375443;;328735177;1205215437;;0;;;13435714;;;;;805725012;297521226;;;;
2009;Setembro;PB;214363435;44136;0;116732417;0;48849058;31443442;749841241;120859;949122621;1781571156;34317112;6779864;87216636;20572281;82635446;;25653;;2366782;3109517974;;416966;1276369952;;73133;669909065;;3491;;;8648078;;;;;224852213;346998782;;;;
2009;Setembro;PR;1005894948;49139944;13219821;5425296;1733435188;5503084968;6755214165;5258974552;643828808;1701165165;1137699496;5858425578;2285830044;167336989;6275533008;3054283355;;1166283;;178753303;5137137978;;55110347;1455125486;;313669406;9149983351;;8750139;;;57440121;;;;;2261120557;5397245729;;;;
2009;Setembro;PE;2328131308;864889;9778933;1527486602;0;186876677;2708961918;2316000525;636323976;8384676654;4850387985;249601024;257210048;618578289;385261327;138265236;;1108342;;198595921;1940519089;;32761485;5059246437;;186607308;5271898243;;805;;;35979908;;;;;670893933;1088416484;;;;
2009;Setembro;PI;956752;41892;0;186872372;0;0;184471288;493989298;0;886687314;713955624;72247913;2444308;61699537;6245509;176940656;;356862;;2795015;2536398541;;461282;835249199;;0;538564218;;0;;;1129746;;;;;156301993;87418694;;;;
2009;Setembro;RJ;1183271803;3342742;9508997;2145181206;1830098149;679816723;9722939092;1688451975;6437644729;9467365941;5738362906;9120080586;172168297;707390287;4716697293;287188611;;174086409;;6104176605;2121157091;;111363378;5033989004;;3115333202;4053273482;;4944954354;;;290541614;;;;;6082597963;9874751079;;;;
2009;Setembro;RN;82299178;199761;849351;118392113;307715;17583216;213912904;917748148;6464101;1323400837;152982011;161909631;15914107;107591128;34020196;105061528;;8312;;7067985;3207011992;;1155658;1115505859;;3686026;1067540838;;0;;;1059265;;;;;172272085;236417743;;;;
2009;Setembro;RS;3644634766;10325433;1268146851;824447021;918648656;5490410827;1111334385;7436241421;1457430248;1488447839;148017205;3707959058;1041410644;1612390776;2752789408;2629695855;;8733207;;1729920967;5410916837;;282076979;1523752226;;666386346;8006220157;;5863834803;;;79044908;;;;;5214816718;1764668292;;;;
2009;Setembro;RO;441387;51149;0;19097606;1464662;682941;104701763;398772165;888064;67153859;728508826;49272892;183799;34232299;60450744;127916748;;76881;;792923;1610354429;;123963;1459483758;;356402;450642896;;0;;;355206;;;;;149136415;62131099;;;;
2009;Setembro;RR;9206519;-44;0;0;0;22193176;236924;18897507;5832;193761083;387892499;3093057;0;3641658;995478;16398511;;529;;164499;424382594;;26732;207765747;;0;103478732;;0;;;13135;;;;;5453459;21164569;;;;
2009;Setembro;SC;1163814934;708993;6814272;705870219;40315;5500983375;7545232115;4581277122;23333441;9690996565;660278578;905383328;414521976;887943505;471167419;606491937;;31544046;;58844315;3883237584;;10034199;9277187815;;7813421;5561526211;;2521874;;;81283378;;;;;1986439875;950371361;;;;
2009;Setembro;SP;6906049643;17830068;359076244;5694165178;1079225067;3052403776;6653098825;6258398119;3535670772;1391268373;1302728668;6578127202;3272467291;2521881956;9443480398;6012955389;;3397341399;;1547508302;3918412296;;2967164267;1050521784;;2431461848;7377482046;;1691707993;;;2088605388;;;;;669972082;9190557334;;;;
2009;Setembro;SE;34365451;-1272;12545258;274696865;315729;1173811;197037382;609687875;0;71667457;924585995;50512416;708693;163980706;143897331;91236307;;13758;;87074224;1869530593;;4332975;681221565;;0;718988242;;11591;;;314131;;;;;181717735;462985592;;;;
2009;Setembro;TO;608743;2604;0;4041;0;0;6387602;22635184;387054;687485899;272709293;34376455;966154;3152109;17523822;324235367;;25076;;118879;117336067;;170117;404127813;;299019;393937866;;0;;;313372;;;;;176251619;86181822;;;;
2009;Outubro;AC;1076669;-166;0;0;243527;0;5124931;1342101;36115;653539666;290437679;16990915;0;9016254;3004966;4613645;;233807;;122725;734546187;;21057;24728462;;971664;381231985;;0;;;10295;;;;;55689283;33904946;;;;
2009;Outubro;AL;6183043;1261741;22949;51291277;0;8288816;370098384;1278049667;2478318;1438827215;1148747453;39857983;843428;75850996;11217952;23324878;;17493;;5752273;173155255;;101662;864311058;;-546058;1093675777;;22031;;;320993;;;;;533593491;23185421;;;;
2009;Outubro;AP;75315;-4;0;0;0;72;4563696;158785717;0;359263786;586155731;1765956;144336;22161037;4763258;7423916;;69;;885732;508465582;;143128;168985792;;0;202606134;;677334;;;1885051;;;;;51974008;27191311;;;;
2009;Outubro;AM;323926234;-8498;0;231926012;0;1658673568;118086944;855712722;12634577;9835581881;3791633913;223211566;649363485;825931431;196178275;19949283;;2731333;;6378642;2092289236;;1091498;6027749189;;4133969;6050733947;;2975095;;;11964488;;;;;894457257;359860104;;;;
2009;Outubro;BA;2136902823;23607588;7036204;10394641;0;2331819015;447206046;2828218288;136172001;4772732627;5836035821;796080249;81565893;781221272;308966472;183624166;;3394887;;317062534;2574300455;;51585017;7466875171;;643032877;9816712683;;4957;;;15028539;;;;;-3145553995;1156169234;;;;
2009;Outubro;CE;1657788167;7888518;28549;83489534;0;454599608;615925512;1685580878;991523361;846263921;3849491436;801898066;250505163;613757064;567378025;17085903;;54517;;984301406;1160194795;;159236978;3474653556;;463922945;5701010637;;0;;;3961994;;;;;106556492;560027545;;;;
2009;Outubro;DF;145741745;202131;8018964;319661935;0;66603203;1764100145;3381026768;2462657201;1053196979;1157281654;1756644444;2843944217;2530019579;3121408449;9627772;;7516193;;2207847076;4890702817;;3546401823;2619290991;;112893232;3729979541;;-40269;;;6951349;;;;;1408174100;1543597829;;;;
2009;Outubro;ES;1088076898;521311;1686837;302580771;247128198;5869972623;2038674464;1762143378;324603905;9136284876;314079616;44357705;447442505;478226879;591540093;27227543;;12282048;;332370452;1913059264;;16355587;4489462077;;117391574;5564820808;;119021399;;;42180437;;;;;158326103;525652128;;;;
